"Index","Company","TypeName","Inches","resolution_width","resolution_height","touchscreen","cpu_brand","cpu_name","cpu_speed","Ram","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight","Price"
910,"LG","Ultrabook",14.0,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,101179
911,"Dell","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.8,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,64202
912,"HP","Ultrabook",12.5,2160,3840,1,"Intel","Core M",1.2,8,"SSD",240,0,"Intel"," HD Graphics 515","Windows",1.0,165168
913,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,6,"SSD",256,0,"Nvidia"," GeForce 940MX","Windows",2.0,42038
914,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",2.0,54292
915,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.4,4,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,26587
916,"Lenovo","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",1.0,46940
917,"HP","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,51149
918,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,85195
919,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,71875
920,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",2.0,59669
921,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",1,0,"AMD"," Radeon R5 M420","Windows",2.0,36496
922,"HP","Ultrabook",15.6,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"AMD"," Radeon R7 M365X","Windows",2.0,69104
925,"Lenovo","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,97236
926,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,38889
927,"Lenovo","Ultrabook",12.5,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,87912
928,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,62071
929,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,37725
930,"HP","Notebook",14.0,768,1366,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,61219
931,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.1,4,"HDD",1,0,"Intel"," HD Graphics 505","Windows",2.0,16464
932,"HP","Ultrabook",12.5,1080,1920,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",1.0,84129
933,"HP","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"HDD",1,0,"Intel"," HD Graphics 400","N/A",2.0,15393
934,"Lenovo","2 in 1 Convertible",13.3,1800,3200,1,"Intel","Core i7",2.2,16,"SSD",1,0,"Intel"," Iris Graphics 540","Windows",1.0,95851
935,"Toshiba","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",1.0,58874
936,"HP","Netbook",12.5,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,88924
937,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Intel"," HD Graphics 520","Windows",2.0,29762
938,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",2.0,63883
940,"Dell","Gaming",17.3,1440,2560,0,"Intel","Core i7",2.7,16,"Hybrid",512,1,"Nvidia"," GeForce GTX 1080","Windows",4.0,146946
941,"HP","Gaming",17.3,1080,1920,0,"Intel","Core i5",2.3,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 965M","Windows",3.0,74539
942,"Asus","Notebook",17.3,900,1600,0,"Intel","Pentium Quad",1.6,4,"HDD",1,0,"Nvidia"," GeForce 920MX","Windows",3.0,28238
943,"Acer","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,32980
944,"Toshiba","Notebook",15.6,768,1366,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,59620
945,"Lenovo","2 in 1 Convertible",11.3,1080,1920,1,"Intel","Core M",1.2,8,"SSD",256,0,"Intel"," HD Graphics 515","Windows",1.0,69211
946,"Lenovo","Gaming",15.6,1080,1920,0,"AMD","FX 8800P",2.1,16,"Hybrid",512,1,"AMD"," Radeon R9 M385","Windows",3.0,53227
947,"Dell","Ultrabook",12.5,1080,1920,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics","Windows",1.0,78439
948,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"Nvidia"," GeForce 920MX","N/A",2.0,36497
949,"Dell","Notebook",17.3,900,1600,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon R7 M445","Windows",2.0,35112
950,"Acer","Notebook",14.0,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",32,0,"Intel"," HD Graphics 400","Other",2.0,18595
951,"HP","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",8,0,"Nvidia"," Quadro M1000M","Windows",2.0,119827
952,"Dell","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.8,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,94572
953,"Toshiba","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,77789
954,"Asus","2 in 1 Convertible",12.5,1080,1920,0,"Intel","Core M",1.2,8,"Flash Storage",64,0,"Intel"," HD Graphics 515","Other",1.0,61752
955,"Lenovo","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.6,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,79333
956,"Dell","Gaming",17.3,2160,3840,0,"Intel","Core i7",2.8,16,"Hybrid",512,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,168045
957,"Dell","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i5",1.2,8,"SSD",256,0,"Intel"," HD Graphics 615","Windows",1.0,101179
958,"HP","2 in 1 Convertible",11.6,768,1366,1,"Intel","Pentium Quad",1.1,4,"SSD",256,0,"Intel"," HD Graphics 505","Windows",1.0,41292
959,"Dell","Ultrabook",13.3,1800,3200,0,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,67559
960,"Acer","2 in 1 Convertible",11.6,768,1366,1,"Intel","Celeron Dual",1.6,4,"Flash Storage",32,0,"Intel"," HD Graphics 400","Other",1.0,20726
961,"Toshiba","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.4,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,81785
962,"Lenovo","Ultrabook",12.5,1080,1920,0,"Intel","Core i5",2.6,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,93773
963,"Acer","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,12,"Hybrid",128,1,"Nvidia"," GeForce GTX 950M","Windows",2.0,53760
964,"Toshiba","Ultrabook",12.5,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,95371
965,"HP","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Nvidia"," GeForce 930MX","Windows",2.0,45102
966,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"AMD"," Radeon R5 M430","Linux",2.0,24808
967,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,43956
968,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.4,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,36497
969,"Dell","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,32,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,167779
970,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,6,"SSD",256,0,"Nvidia"," GeForce 920MX","Windows",2.0,37030
971,"Dell","2 in 1 Convertible",13.3,1800,3200,1,"Intel","Core i7",1.3,16,"SSD",512,0,"Intel"," HD Graphics 615","Windows",1.0,101179
972,"Dell","Ultrabook",14.0,1440,2560,1,"Intel","Core i7",2.6,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,104588
973,"Dell","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.6,32,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,149184
974,"Toshiba","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,62870
975,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,109219
976,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.7,8,"Hybrid",128,1,"Nvidia"," GeForce 930MX","Windows",2.0,52161
977,"Lenovo","Notebook",14.0,768,1366,0,"Intel","Core i5",2.3,4,"Hybrid",508,0,"Intel"," HD Graphics 520","Windows",2.0,53387
978,"Asus","2 in 1 Convertible",15.6,2160,3840,1,"Intel","Core i7",2.7,16,"Hybrid",512,2,"Nvidia"," GeForce GTX 950M","Windows",2.0,95851
980,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,93187
981,"Dell","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i7",2.7,12,"SSD",512,0,"Intel"," HD Graphics 620","Windows",2.0,69211
982,"Toshiba","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.3,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",1.0,63670
983,"Lenovo","Notebook",15.6,1080,1920,0,"AMD","A12-Series 9720P",3.6,6,"SSD",256,0,"AMD"," Radeon 530","Windows",2.0,29251
984,"Fujitsu","Notebook",15.6,768,1366,0,"Intel","Core i5",2.3,4,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,34579
985,"Toshiba","Notebook",14.0,768,1366,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,48751
986,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"AMD"," Radeon R5 M430","Windows",2.0,31915
987,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"HDD",1,0,"Intel"," HD Graphics 620","Windows",2.0,42944
988,"Lenovo","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,63350
989,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i7",2.7,8,"HDD",1,0,"AMD"," Radeon R7 M445","Windows",2.0,39907
990,"Dell","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",128,0,"Intel"," HD Graphics 620 ","Windows",2.0,59620
991,"HP","Netbook",12.5,1080,1920,0,"Intel","Core M",1.2,8,"SSD",512,0,"Intel"," HD Graphics 515","Windows",1.0,101658
992,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i3",2.0,4,"Hybrid",128,1,"AMD"," Radeon 520","Windows",2.0,26587
993,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Celeron Dual",1.1,4,"SSD",128,0,"Intel"," HD Graphics 500","N/A",2.0,14419
994,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,71875
996,"Asus","Notebook",13.3,1800,3200,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,61272
997,"HP","Ultrabook",13.3,1080,1920,1,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,71875
998,"Acer","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.1,4,"HDD",500,0,"Intel"," HD Graphics 505","Windows",2.0,20246
999,"Asus","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1050 Ti","Windows",3.0,95851
1000,"HP","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,111302
1001,"Acer","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,67133
1002,"HP","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,63350
1003,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.4,4,"SSD",128,0,"Intel"," HD Graphics 620","Windows",2.0,29144
1004,"HP","Notebook",14.0,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,41505
1005,"Toshiba","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.3,4,"SSD",128,0,"Intel"," HD Graphics 520","Windows",1.0,63670
1006,"HP","Notebook",14.0,768,1366,0,"Intel","Core i5",2.4,4,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,58607
1007,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,64202
1008,"HP","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.6,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,77203
1009,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",2.0,55905
1010,"HP","Notebook",14.0,768,1366,0,"Intel","Core i3",2.4,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,36444
1011,"Dell","Gaming",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"Hybrid",1,0,"Nvidia"," GeForce GTX 1050","Windows",3.0,50563
1012,"HP","Ultrabook",12.5,1080,1920,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",1.0,81998
1013,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,84715
1014,"HP","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,100551
1015,"HP","Notebook",13.3,768,1366,0,"Intel","Core i3",2.4,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",1.0,42624
1016,"Toshiba","Notebook",13.3,768,1366,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,64469
1017,"HP","Notebook",15.6,768,1366,0,"Intel","Core i3",2.4,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,41025
1018,"Lenovo","Notebook",17.3,2160,3840,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Nvidia"," Quadro 3000M","Windows",2.0,158135
1019,"Toshiba","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,79387
1020,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,118761
1021,"Dell","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i3",2.3,4,"HDD",1,0,"Intel"," HD Graphics 520","Windows",2.0,42410
1022,"Toshiba","Ultrabook",13.3,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,84715
1023,"HP","Notebook",13.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,61219
1024,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",2.0,63160
1025,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.4,8,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,55754
1026,"HP","Ultrabook",12.5,768,1366,0,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,83064
1027,"HP","Notebook",14.0,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,63350
1028,"HP","Notebook",14.0,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,56477
1029,"Dell","Ultrabook",13.3,1800,3200,1,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,86527
1030,"HP","Notebook",17.3,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Nvidia"," GeForce 930MX","Windows",3.0,57542
1031,"HP","Notebook",14.0,768,1366,0,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,51841
1032,"Acer","Notebook",15.6,768,1366,0,"AMD","A9-Series 9420",3.0,6,"HDD",1,0,"AMD"," Radeon R5","Windows",2.0,21792
1033,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",128,1,"Nvidia"," GeForce GTX 1050","Windows",3.0,63499
1034,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,63670
1035,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,65481
1036,"HP","Ultrabook",12.5,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,71875
1037,"HP","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","Windows",2.0,39534
1038,"Toshiba","Ultrabook",14.0,1080,1920,0,"Intel","Core i7",2.6,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,91908
1039,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.4,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,56634
1040,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,53840
1041,"Lenovo","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i7",2.5,4,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,45128
1042,"Vero","Notebook",14.0,768,1366,0,"Intel","Atom X5-Z8350",1.4,2,"Flash Storage",32,0,"Intel"," HD Graphics 400","Windows",1.0,11231
1043,"Toshiba","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.5,16,"SSD",256,0,"Nvidia"," GeForce 930M","Windows",2.0,75924
1044,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,55923
1045,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,53280
1046,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.4,8,"Hybrid",256,500,"Intel"," HD Graphics 520","Windows",2.0,112066
1047,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,78268
1048,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.7,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 980M","Windows",4.0,82352
1049,"Lenovo","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.6,16,"Hybrid",128,1,"Nvidia"," GeForce GTX 980M","Windows",5.0,122011
1050,"Asus","Netbook",11.6,768,1366,0,"Intel","Celeron Dual",1.6,4,"Flash Storage",16,0,"Intel"," HD Graphics 400","Other",1.0,15339
1051,"Lenovo","Notebook",14.0,1440,2560,0,"Intel","Core i7",2.6,16,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,139594
1052,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,8,"HDD",1,0,"Nvidia"," GeForce 940MX","Windows",2.0,52161
1053,"Dell","2 in 1 Convertible",15.6,1080,1920,1,"Intel","Core i5",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,58288
1054,"HP","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,52161
1055,"Dell","Ultrabook",13.3,1800,3200,1,"Intel","Core i7",2.7,16,"SSD",1,0,"Intel"," HD Graphics 620","Windows",1.0,120093
1056,"HP","Notebook",15.6,768,1366,0,"Intel","Core i3",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,37570
1057,"HP","Notebook",15.6,768,1366,0,"Intel","Core i5",2.5,4,"HDD",500,0,"Intel"," HD Graphics 620","N/A",2.0,26587
1058,"Acer","Notebook",15.6,768,1366,0,"AMD","A8-Series 7410",2.2,8,"HDD",1,0,"AMD"," Radeon R5","Windows",2.0,23923
1059,"Dell","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",2.7,12,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,69211
1060,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.6,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,96916
1062,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.6,16,"HDD",1,0,"Nvidia"," GeForce GTX 965M","N/A",4.0,53173
1063,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,4,"HDD",1,0,"Intel"," HD Graphics","Windows",2.0,29784
1064,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i7",2.7,16,"HDD",2,0,"AMD"," Radeon R7 M445","Windows",2.0,52747
1065,"MSI","Gaming",15.6,1080,1920,0,"Intel","Core i7",2.6,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",2.0,102777
1066,"Dell","Ultrabook",13.3,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,77682
1067,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.7,64,"SSD",1,0,"Nvidia"," GeForce GTX 980 ","Windows",4.0,211788
1068,"Dell","2 in 1 Convertible",13.3,1080,1920,1,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",2.0,42518
1069,"Dell","Gaming",15.6,2160,3840,0,"Intel","Core i7",2.6,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 970M","Windows",3.0,70809
1070,"Apple","Ultrabook",12.0,1440,2304,0,"Intel","Core M",1.1,8,"Flash Storage",256,0,"Intel"," HD Graphics 515","MacOS",1.0,69264
1071,"Dell","Notebook",15.6,768,1366,0,"Intel","Core i3",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,25680
1072,"HP","Notebook",15.6,768,1366,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,63883
1073,"HP","Ultrabook",12.5,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,63883
1074,"HP","Notebook",13.3,1080,1920,0,"Intel","Core i7",2.7,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",1.0,58075
1075,"Lenovo","Ultrabook",12.5,1080,1920,1,"Intel","Core i7",2.5,8,"SSD",256,0,"Intel"," HD Graphics 520","Windows",1.0,91295
1076,"Lenovo","Notebook",17.3,900,1600,0,"Intel","Core i5",2.3,8,"HDD",1,0,"AMD"," Radeon R5 M330","Windows",3.0,35112
1077,"Lenovo","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.3,4,"HDD",1,0,"Nvidia"," GeForce GTX 950M","Windows",2.0,52055
1078,"MSI","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,16,"Hybrid",256,1,"Nvidia"," GeForce GTX 1070","Windows",4.0,133147
1079,"Lenovo","Notebook",15.6,768,1366,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,28771
1080,"HP","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,50083
1081,"Lenovo","Ultrabook",12.5,1440,2560,1,"Intel","Core M",1.2,8,"SSD",512,0,"Intel"," HD Graphics 515","Windows",1.0,74539
1082,"Lenovo","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.7,32,"SSD",512,1,"Nvidia"," GeForce GTX 980M","Windows",5.0,172627
1083,"Lenovo","2 in 1 Convertible",10.1,1200,1920,1,"Intel","Atom x5-Z8550",1.4,4,"Flash Storage",64,0,"Intel"," HD Graphics 400","Windows",1.0,34433
1084,"HP","Ultrabook",13.3,2160,3840,0,"Intel","Core i7",2.7,16,"SSD",512,0,"Intel"," HD Graphics 620","Windows",1.0,109171
1085,"Dell","Notebook",15.6,1080,1920,0,"Intel","Core i5",2.5,8,"SSD",256,0,"Intel"," HD Graphics 620","Windows",2.0,39960
1086,"HP","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,4,"HDD",500,0,"Intel"," HD Graphics 520","Windows",2.0,54931
1087,"HP","Workstation",15.6,1080,1920,0,"Intel","Core i7",2.5,8,"SSD",256,0,"AMD"," FirePro W4190M","Windows",2.0,79654
1088,"Lenovo","Notebook",14.0,1080,1920,0,"Intel","Core i5",2.3,8,"SSD",180,0,"Intel"," HD Graphics 520","Windows",2.0,63883
1089,"HP","Notebook",13.3,1800,3200,0,"Intel","Pentium Dual",1.5,4,"Flash Storage",32,0,"Intel"," HD Graphics 515","Other",1.0,32767
1090,"Acer","Notebook",15.6,768,1366,0,"AMD","A8-Series 7410",2.2,4,"HDD",500,0,"AMD"," Radeon R5","Windows",2.0,20619
1091,"Dell","Notebook",15.6,768,1366,0,"Intel","Pentium Quad",1.6,4,"HDD",500,0,"Intel"," HD Graphics","Linux",2.0,20965
1092,"HP","Notebook",15.6,768,1366,0,"Intel","Core i3",2.0,4,"HDD",1,0,"Intel"," HD Graphics 520","N/A",2.0,18434
1093,"Asus","Gaming",17.3,1080,1920,0,"Intel","Core i7",2.8,8,"Hybrid",256,1,"Nvidia"," GeForce GTX 1060","Windows",3.0,85195
